school_name,city,state,website,directory
vancouver school of arts and academics,vancouver,washington,https://arts.vansd.org/,https://arts.vansd.org/directory-and-staff/
arundel high,gambrills,maryland,https://arundelhigh.org/,https://www.arundelhigh.org/apps/staff/
arkansas virtual academy high school,north little rock,arkansas,https://arva.k12.com/student-life/high-school.html,https://arva.k12.com/about-our-school/meet-our-leadership-team.html
arvada high school,arvada,colorado,https://arvadahs.jeffcopublicschools.org/,https://arvadahs.jeffcopublicschools.org/staff/staff_directory
abramson science academy,new orleans,louisiana,https://asa.collegiateacademies.org/,https://asa.collegiateacademies.org/
academy of scientific exploration ase,san fernando,california,https://ase-lausd-ca.schoolloop.com/,https://chavezexplorehs.lausd.org/apps/staff/
agriculture and science early college,olin,north carolina,https://asec.issnc.org/,https://asec.issnc.org/about-us/faculty-staff-directory
ambassador global leadership,los angeles,california,https://asgl-lausd-ca.schoolloop.com/,https://www.cde.ca.gov/schooldirectory/details?cdscode=19647330121095
americus sumter county high south,americus,georgia,https://ashs.sumterschools.org/,https://ashs.sumterschools.org/staffdirectory
aspire lionel wilson college preparatory academy,oakland,california,https://aspirepublicschools.org/locations/bay-area/aspire-lionel-wilson-college-preparatory-academy/,https://aspirepublicschools.org/locations/bay-area/aspire-lionel-wilson-college-preparatory-academy/
aspire richmond ca college preparatory academy,richmond,california,https://aspirepublicschools.org/locations/bay-area/aspire-richmond-california-college-preparatory-academy/,https://aspirepublicschools.org/locations/bay-area/aspire-richmond-california-college-preparatory-academy/
aspire alexander twilight secondary academy,sacramento,california,https://aspirepublicschools.org/locations/central-valley/aspire-alexander-twilight-secondary-academy/,https://www.cde.ca.gov/schooldirectory/details?cdscode=34674470121467
aspire vanguard college preparatory academy,modesto,california,https://aspirepublicschools.org/locations/central-valley/aspire-vanguard-college-preparatory-academy/,https://www.cde.ca.gov/schooldirectory/details?cdscode=50711750120212
aspire ollin university preparatory academy,huntington park,california,https://aspirepublicschools.org/locations/los-angeles/aspire-ollin-university-preparatory-academy/,https://aspirepublicschools.org/locations/los-angeles/aspire-ollin-university-preparatory-academy/
aspire pacific academy,huntington park,california,https://aspirepublicschools.org/locations/los-angeles/aspire-pacific-academy/,https://www.cde.ca.gov/schooldirectory/details?cdscode=19647330122721
asu preparatory academy phoenix high school,phoenix,arizona,https://asuprep.asu.edu/,https://asuprep.asu.edu/contact-us/
applied technology center high school,montebello,california,https://atc.montebello.k12.ca.us/,https://montebello-atc.edlioschool.com/apps/pages/index.jsp?uREC_ID=2168469&type=d&pREC_ID=2248717
atchison high school,atchison,kansas,https://atchisonhs.ss13.sharpschool.com/,https://atchisonhs.ss13.sharpschool.com/staff_directory
advanced technologies academy high school,las vegas,nevada,https://atech.org/,https://www.atech.org/apps/staff/
atlanta classical academy,atlanta,georgia,https://atlantaclassical.org/,https://atlantaclassical.org/home/faculty-staff-directory/
audeo charter ii,oceanside,california,https://audeo2.com/,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37103710134577
academy of urban planning,brooklyn,new york,https://aupenyc.org/,https://www.schools.nyc.gov/schools/K552
the academy for urban scholars,columbus,ohio,https://ausohio.com/,https://ausohio.com/columbus-portal/columbus-staffing/
academy for urban scholars youngstown,youngstown,ohio,https://ausohio.com/youngstown-portal/youngstown-staffing/,https://ausohio.com/youngstown-portal/youngstown-staffing/
east austin college prep mlk campus,austin,texas,https://austin.promesapublicschools.org/,https://austin.promesapublicschools.org/parents___students/staff_directory
avanti high school,olympia,washington,https://avanti.osd.wednet.edu/,https://avanti.osd.wednet.edu/staff_directory/staff_directory
alta vista early college high school,anthony,new mexico,https://avechs.gisd.k12.nm.us/,https://avechs.gisd.k12.nm.us/
ashley valley educ center,vernal,utah,https://avhsuintah.ss12.sharpschool.com/avec_high_school,https://avhsuintah.ss12.sharpschool.com/staff_directory_
antelope valley learning academy,palmdale,california,https://avlearning.org/,https://www.cde.ca.gov/schooldirectory/details?cdscode=19648570112714
aurora west college preparatory academy,aurora,colorado,https://awcpa.aurorak12.org/,https://awcpa.aurorak12.org/wp-content/uploads/sites/321/2021/08/Staff-List.pdf
the academies of west memphis charter school,west memphis,arkansas,https://awm.wmsd.net/o/awm,https://www.wmsd.net/staff
ombudsman charter west,phoenix,arizona,https://az.ombudsman.com/location/east-charter/,https://az.ombudsman.com/location/west-charter/
ombudsman charter northwest,peoria,arizona,https://az.ombudsman.com/location/northwest-charter/,https://az.ombudsman.com/location/northwest-charter/
ombudsman charter valencia,tucson,arizona,https://az.ombudsman.com/location/valencia-charter/,https://www.linkedin.com/school/ombudsman---charter-valencia/
arizona virtual academy,phoenix,arizona,https://azva.k12.com/,https://azva.k12.com/about-our-school/meet-our-team/meet-our-leadership-team.html
monte vista high school,costa mesa,california,https://backbay.nmusd.us/,https://www.cde.ca.gov/schooldirectory/details?cdscode=30665973030186
baystate academy charter public school,springfield,massachusetts,https://bacps.net/,https://bacps.net/home/about-us/our-team/
brookville juniorsenior high school,brookville,pennsylvania,https://bahs.basd.us/,https://www.basd.us/en-US/staff
burnsville alternative high school,eagan,minnesota,https://bahs.isd191.org/,https://bahs.isd191.org/connect/staff-directory
bakersfield high,bakersfield,california,https://bakersfield.kernhigh.org/,https://bakersfield.kernhigh.org/apps/staff/
baltimore design school,baltimore,maryland,https://baltimoredesignschool.com/,https://baltimoredesignschool.com/about/team/
bartram john main,philadelphia,pennsylvania,https://bartram.philasd.org/,https://bartram.philasd.org/faculty-staff/
baxter academy for tech and sciences,portland,maine,https://baxter-academy.org/,https://baxter-academy.org/staff
bay farm,alameda,california,https://bayfarm-alamedausd-ca.schoolloop.com/,https://www.cde.ca.gov/schooldirectory/details?cdscode=01611196110779
bay high school,panama city,florida,https://bayhightornadoes.com/,https://bayhightornadoes.com/faculty
bound brook high school,bound brook,new jersey,https://bbhs.bbrook.org/,https://bbhs.bbrook.org/our-school/staff-directory/
boynton beach community high school,boynton beach,florida,https://bbhs.palmbeachschools.org/,https://www.palmbeachschools.org/BoyntonBeachHigh
broken bow high school,broken bow,nebraska,https://bbps.org/high-school/,https://bbps.org/district/bbps-staff-directory/
breaux bridge high school,breaux bridge,louisiana,https://bbsh.saintmartinschools.org/,https://bbsh.saintmartinschools.org/about/staff-directory
baconton community charter school,baconton,georgia,https://bccsblazers.org/,https://bccsblazers.org/faculty-and-staff
buncombe county early college,asheville,north carolina,https://bcec.buncombeschools.org/,https://bcec.buncombeschools.org/o/bcec/staff
barren county high school,glasgow,kentucky,https://bchs.barren.kyschools.us/,https://www.barren.kyschools.us/staff
battery creek high school,beaufort,south carolina,https://bchs.beaufortschools.net/,https://bchs.beaufortschools.net/directory
bledsoe county high school,pikeville,tennessee,https://bchs.bledsoecountyschools.org/,https://bchs.bledsoecountyschools.org/staff
bradley central high school,cleveland,tennessee,https://bchs.bradleyschools.org/,https://bchs.bradleyschools.org/apps/staff/
brantley county high school,nahunta,georgia,https://bchs.brantley.k12.ga.us/,https://bchs.brantley.k12.ga.us/bchs-alphabetical-directory
braxton county high school,sutton,west virginia,https://bchs.brax.k12.wv.us/,https://bchs.brax.k12.wv.us/staff/?page_no=2
burke county high school,waynesboro,georgia,https://bchs.burke.k12.ga.us/,https://bchs.burke.k12.ga.us/apps/staff/
central high school,bolivar,tennessee,https://bchs.hcsedu.org/,https://bchs.hcsedu.org/242311_2
brookland cayce senior high school,cayce,south carolina,https://bchs.lex2.org/,https://bchs.lex2.org/apps/staff/
bryan collegiate high school,bryan,texas,https://bcollegiate.bryanisd.org/,https://bcollegiate.bryanisd.org/o/bcollegiate/staff
ben c rain high school,mobile,alabama,https://bcrainmcpssal.schoolinsites.com/,https://bcrainmcpssal.schoolinsites.com/staff
bethany community school,summerfield,north carolina,https://bcswolves.org/,https://bcswolves.org/about/staff-directory/
boston day and evening academy charter school,boston,massachusetts,https://bdea.com/,https://profiles.doe.mass.edu/profiles/general.aspx?topNavId=1&orgcode=04240000&orgtypecode=5&leftNavId=122&&dropDownOrgCode=2
bear river high school,grass valley,california,https://bearriver.njuhsd.com/,https://bearriver.njuhsd.com/Contact-Us/Staff-Directory/
liberty high school,bedford,virginia,https://bedfordlhs.sharpschool.net/,https://bedfordlhs.sharpschool.net/our_staff/staff_directory
staunton river high school,moneta,virginia,https://bedfordsrhs.sharpschool.net/,https://bedfordsrhs.sharpschool.net/our_staff
bamberg ehrhardt high school,bamberg,south carolina,https://behs.bambergschools.org/,https://behs.bambergschools.org/schoolstaff
bonny eagle high school,standish,maine,https://behs.bonnyeagle.org/,https://behs.bonnyeagle.org/about_us/staff_directory
brooklyn emerging leaders academy charter school,brooklyn,new york,https://belahs.org/,https://belahs.org/faculty-and-staff/
ben lomond high school,ogden,utah,https://benlomond.ogdensd.org/,https://benlomond.ogdensd.org/faculty-staff
benton high school,st joseph,missouri,https://benton.sjsd.k12.mo.us/,https://benton.sjsd.k12.mo.us/our_people/staff_directory
benzie central high school,benzonia,michigan,https://benzieschools.net/,https://benzieschools.net/benzie-central-high/staff/
berean academy,hixson,tennessee,https://bereanacademy.net/,https://www.bereanschs.education/Faculty-and-Staff
bronx engineering and technology academy,bronx,new york,https://betabronx.org/,https://betabronx.org/faculty-staff
bethesda christian schools,brownsburg,indiana,https://bethesdaschools.org/,https://bethesdaschools.org/about-bcs/leaders-board/
franklin benjamin high school,philadelphia,pennsylvania,https://bfhs.philasd.org/,https://franklin.philasd.org/
bloomfield high school,bloomfield,new mexico,https://bfsdbhs.ss19.sharpschool.com/,https://bfsdbhs.ss19.sharpschool.com/staff_directory
bowling green high school,bowling green,missouri,https://bghs.bgschools.k12.mo.us/o/bghs,https://bghs.bgschools.k12.mo.us/o/bghs/staff
benton harbor high school,benton harbor,michigan,https://bhhs.bhas.org/,https://bhhs.bhas.org/contacts/teaching-staff-directory
brookings harbor high school,brookings,oregon,https://bhhs.brookings.k12.or.us/,https://bhhs.brookings.k12.or.us/apps/staff/
blair oaks high school,jefferson city,missouri,https://bhs-bosd-mo.schoolloop.com/,https://www.zoominfo.com/pic/blair-oaks-high-school/23777259
badger high school,lake geneva,wisconsin,https://bhs.badger.k12.wi.us/,https://bhs.badger.k12.wi.us/our_school/staff_directory
baker high school,baker city,oregon,https://bhs.baker5j.org/,https://www.baker5j.org/apps/pages/index.jsp?uREC_ID=678740&type=d&pREC_ID=staff
bandera high school,bandera,texas,https://bhs.banderaisd.net/,https://bhs.banderaisd.net/apps/pages/index.jsp?uREC_ID=1560656&type=d&pREC_ID=1686416
bangor high school,bangor,michigan,https://bhs.bangorvikings.org/,https://bhs.bangorvikings.org/staff_directory
banning high school,banning,california,https://bhs.banning.k12.ca.us/,https://www.banninghs.org/apps/staff/departmental.jsp
bardstown high school,bardstown,kentucky,https://bhs.bardstown.kyschools.us/,https://bhs.bardstown.kyschools.us/bhs-quick-contacts/
beaufort high school,beaufort,south carolina,https://bhs.beaufortschools.net/,https://bhs.beaufortschools.net/directory
beaverton high school,beaverton,oregon,https://bhs.beaverton.k12.or.us/,https://bhs.beaverton.k12.or.us/connect/staff-directory
bellevue high school,bellevue,ohio,https://bhs.bellevueschools.org/,https://www.bellevueschools.org/directory
bendle high school,burton,michigan,https://bhs.bendleschools.org/,http://www.bendleschools.org/district/directories/staff_directory
bentworth senior high school,bentleyville,pennsylvania,https://bhs.bentworth.org/,https://bhs.bentworth.org/apps/staff/
beverly high school,beverly,massachusetts,https://bhs.beverlyschools.org/,https://www.beverlyschools.org/apps/pages/index.jsp?uREC_ID=2117054&type=d&pREC_ID=2151901
william w borden high school,borden,indiana,https://bhs.bhsc.school,https://bhs.bhsc.school/en-US/staff
binghamton high school,binghamton,new york,https://bhs.binghamtonschools.org/,https://bhs.binghamtonschools.org/o/bhs/staff
blair high school,blair,nebraska,https://bhs.blairschools.org/,https://bhs.blairschools.org/staff_directory
bloomfield high school,bloomfield,connecticut,https://bhs.bloomfieldschools.org/,https://bhs.bloomfieldschools.org/students_and_parents/staff_directory
