,school_name,city,state,website,query,directory
613,howard b mattlin middle school,plainview,new york,http://www.pobschools.org/,"howard b mattlin middle school in plainview, new york staff administration directory link",https://www.pobschools.org/staffdirectory
614,port jefferson middle school,jefferson,new york,http://www.portjeffschools.org/our_schools/port_jefferson_middle_school,"port jefferson middle school in jefferson, new york staff administration directory link",http://portjeffschools.org/staff/default.aspx
615,post high school,post,texas,http://www.postisd.net/,"post high school in post, texas staff administration directory link",https://www.postisd.net/237631_2
616,providence classical christian academy,rogers,arkansas,http://www.providence-academy.com/about/#upper-school,"providence classical christian academy in rogers, arkansas staff administration directory link",https://www.providence-academy.com/providence-stories/category/meet-our-staff
617,pioneer valley performing arts charter public school,south hadley,massachusetts,http://www.pvpa.org/,"pioneer valley performing arts charter public school in south hadley, massachusetts staff administration directory link",https://www.pvpa.org/m/staff/
618,quitman high school,quitman,mississippi,http://www.quitmanschools.org/?page_id=31,"quitman high school in quitman, mississippi staff administration directory link",http://www.quitmanschools.org/?page_id=25008
619,racine lutheran high school,racine,wisconsin,http://www.racinelutheran.org/,"racine lutheran high school in racine, wisconsin staff administration directory link",http://www.racinelutheran.org/faculty-staff/
620,roanoke benson high school,roanoke,illinois,http://www.rb60.com,"roanoke benson high school in roanoke, illinois staff administration directory link",https://www.rb60.com/staff?page_no=2
621,ron brown college preparatory high school,washington,district of columbia,http://www.rbhsmonarchs.org/,"ron brown college preparatory high school in washington, district of columbia staff administration directory link",http://www.rbhsmonarchs.org/bios
622,refugio high school,refugio,texas,http://www.refugioisd.net/page/high.Home,"refugio high school in refugio, texas staff administration directory link",https://www.refugiohs.org/apps/staff/
623,renaissance high school for musical theater and the arts,bronx,new york,http://www.renaissancemtt.org/,"renaissance high school for musical theater and the arts in bronx, new york staff administration directory link",http://www.renaissancemtt.org/directory/faculty
624,resolution ranch academy,cameron,texas,http://www.resolutionranch.com/,"resolution ranch academy in cameron, texas staff administration directory link",https://www.zoominfo.com/pic/resolution-ranch-academy/157024658
625,richton high school,richton,mississippi,http://www.richtonschools.com/,"richton high school in richton, mississippi staff administration directory link",http://www.richtonschools.com/?page_id=87
626,rittman high school,rittman,ohio,http://www.rittman.k12.oh.us/hs,"rittman high school in rittman, ohio staff administration directory link",http://www.rittman.k12.oh.us/hs/staff-directory
627,river mill academy,graham,north carolina,http://www.rivermill-academy.org/,"river mill academy in graham, north carolina staff administration directory link",https://www.rivermill-academy.org/staff
628,riverside christian school,yakima,washington,http://www.riversidechristianschool.com/,"riverside christian school in yakima, washington staff administration directory link",https://wfis.org/washington-private-schools-directory/#!biz/id/5d49abbef033bfac38b85c54/Staff
629,rocky mountain school of expeditionary learning,denver,colorado,http://www.rmsel.org,"rocky mountain school of expeditionary learning in denver, colorado staff administration directory link",https://www.rmsel.org/Who-We-Are/Our-Crew-Staff/index.html
630,rockwell charter high school,eagle mountain,utah,http://www.rockwellhigh.net/,"rockwell charter high school in eagle mountain, utah staff administration directory link",https://www.zoominfo.com/pic/rockwell-charter-high-school/353813330
631,rio vista high school,rio vista,texas,http://www.rvisd.net/,"rio vista high school in rio vista, texas staff administration directory link",https://www.rvisd.net/346819_2
632,sackets harbor high school,sackets harbor,new york,http://www.sacketspatriots.org/academics/high_school,"sackets harbor high school in sackets harbor, new york staff administration directory link",https://www.sacketspatriots.org/our_district/staff_directory
633,summit academy high school,bluffdale,utah,http://www.sahs1.org/,"summit academy high school in bluffdale, utah staff administration directory link",https://www.summitacademyschools.org/apps/staff/
634,saltillo school,saltillo,texas,http://www.saltilloisd.net,"saltillo school in saltillo, texas staff administration directory link",https://www.saltilloisd.net/page/Staffcontact
635,salt lake school for the performing arts,salt lake city,utah,http://www.saltlakespa.org/,"salt lake school for the performing arts in salt lake city, utah staff administration directory link",https://www.saltlakespa.net/administration
636,santa cruz county community,santa cruz,california,http://www.santacruz.k12.ca.us/,"santa cruz county community in santa cruz, california staff administration directory link",https://www.co.santa-cruz.ca.us/Departments.aspx
637,santa fe catholic high school,lakeland,florida,http://www.santafecatholic.org/,"santa fe catholic high school in lakeland, florida staff administration directory link",https://www.zoominfo.com/pic/santa-fe-catholic-high-school/93095075
638,salem high school,salem,new hampshire,http://www.sau57.org/shs,"salem high school in salem, new hampshire staff administration directory link",https://sau57.org/directories
639,south central calhoun high school,lake city,iowa,http://www.scc.k12.ia.us/#,"south central calhoun high school in lake city, iowa staff administration directory link",https://scc.k12.ia.us/staff/
640,schoolhouse preparatory,miami,florida,http://www.schoolhouseprep.com/,"schoolhouse preparatory in miami, florida staff administration directory link",http://www.schoolhouseprep.com/faculty--staff-directory.html
641,scio central school,scio,new york,http://www.scio.wnyric.org/,"scio central school in scio, new york staff administration directory link",https://www.sciotigers.org/Page/109
642,susquehanna community juniorsenior high school,susquehanna,pennsylvania,http://www.scschools.org/,"susquehanna community juniorsenior high school in susquehanna, pennsylvania staff administration directory link",https://www.hannasd.org/our-district/staff-directory
643,victory christian center school,sleepy eye,minnesota,http://www.sesmschool.com/,"victory christian center school in sleepy eye, minnesota staff administration directory link",https://www.sleepyeyeschools.com/staff-directory/
644,sharon springs central school,sharon springs,new york,http://www.sharonsprings.org/,"sharon springs central school in sharon springs, new york staff administration directory link",https://www.sharonsprings.org/contact-us/
645,sherman high school,seth,west virginia,http://www.shermanhigh.com/,"sherman high school in seth, west virginia staff administration directory link",http://www.shermanhigh.com/employees.html
646,shiloh hills christian school,kennesaw,georgia,http://www.shilohhills.com/,"shiloh hills christian school in kennesaw, georgia staff administration directory link",http://www.shilohhills.com/about-us-staff.php
647,siatech school,oceanside,california,http://www.siatech.org/,"siatech school in oceanside, california staff administration directory link",https://www.cde.ca.gov/schooldirectory/details?cdscode=37684520106120
648,st john neumann high school,williamsport,pennsylvania,http://www.sjnra.org/,"st john neumann high school in williamsport, pennsylvania staff administration directory link",https://www.sjnra.org/faculty-staff-h
649,skaneateles middle school,skaneateles,new york,http://www.skanschools.org/middleschool,"skaneateles middle school in skaneateles, new york staff administration directory link",https://www.skanschools.org/middleschool
650,east bay arts high,hayward,california,http://www.slzusd.org/,"east bay arts high in hayward, california staff administration directory link",https://eba.slzusd.org/apps/staff/
651,st mary catholic central high school,monroe,michigan,http://www.smccmonroe.com/s/1450/homepage.aspx,"st mary catholic central high school in monroe, michigan staff administration directory link",https://www.smccmonroe.com/s/1450/interior.aspx?sid=1450&gid=1&pgid=547
652,st marys catholic school,natchitoches,louisiana,http://www.smstigers.org/,"st marys catholic school in natchitoches, louisiana staff administration directory link",http://www.smstigers.org/administration
653,smyer schools,smyer,texas,http://www.smyer-isd.org/page/homepage,"smyer schools in smyer, texas staff administration directory link",https://www.smyer-isd.org/page/admin.staff
654,southeastern junior senior high school,augusta,illinois,http://www.southeastern337.com,"southeastern junior senior high school in augusta, illinois staff administration directory link",https://southeastern337.sharpschool.net/district/office_staff
